customer_id,signup_date,tenure_months,plan_type,signup_channel,monthly_spend,num_support_tickets,last_login_days_ago,payment_failures_past_90d,cancel_page_views_30d,is_churned
C101306,2022-07-05,18,Premium,partner,68.86,0,5.0,1,0,0
C106065,2022-07-05,18,Premium,referral,92.2,0,6.0,0,0,0
C100918,2022-07-05,18,Premium,organic,75.83,1,2.0,0,0,0
C105944,2022-07-05,18,Basic,referral,16.25,1,38.0,0,0,0
C105636,2022-07-05,18,Standard,organic,26.12,0,40.0,0,4,1
C105450,2022-07-05,18,Premium,organic,79.51,0,8.0,0,0,0
C101659,2022-07-05,18,Standard,organic,42.58,0,18.0,0,0,0
C103305,2022-07-05,18,Standard,paid_search,28.19,0,5.0,0,0,0
C104487,2022-07-05,18,Basic,partner,24.67,0,9.0,0,0,0
C106432,2022-07-05,18,Basic,paid_search,20.17,1,1.0,0,0,0
C105026,2022-07-05,18,Standard,partner,42.56,0,5.0,0,0,0
C105116,2022-07-06,18,Basic,paid_search,25.27,1,3.0,0,0,0
C107618,2022-07-06,18,Basic,organic,20.35,0,1.0,0,0,0
C107473,2022-07-06,18,Basic,organic,19.29,0,15.0,0,0,0
C106605,2022-07-06,18,Basic,organic,16.07,0,3.0,1,0,0
C103318,2022-07-06,18,Standard,paid_search,42.57,0,6.0,0,0,0
C103792,2022-07-06,18,Basic,partner,16.77,1,,0,0,0
C102125,2022-07-06,18,Basic,partner,24.69,3,23.0,0,3,1
C105834,2022-07-06,18,Premium,paid_search,104.75,1,2.0,0,0,0
C105852,2022-07-06,18,Basic,organic,20.58,1,2.0,0,0,0
C105940,2022-07-06,18,Premium,paid_search,68.27,1,11.0,0,0,0
C105058,2022-07-06,18,Basic,paid_search,19.74,1,12.0,0,0,0
C105377,2022-07-06,18,Basic,referral,18.32,2,,1,0,0
C100345,2022-07-06,18,Premium,paid_search,74.96,2,,0,0,0
C106223,2022-07-06,18,Standard,partner,36.73,0,7.0,0,0,0
C101424,2022-07-06,18,Premium,paid_search,96.59,0,16.0,0,0,0
C106363,2022-07-07,18,Standard,paid_search,35.09,0,19.0,0,0,0
C102607,2022-07-07,18,Basic,paid_search,18.45,1,15.0,0,0,0
C104426,2022-07-07,18,Standard,organic,33.02,2,,0,0,0
C106920,2022-07-07,18,Standard,partner,34.66,2,2.0,0,0,0
C107735,2022-07-07,18,Premium,paid_search,82.36,2,6.0,0,0,0
C105929,2022-07-07,18,Standard,referral,34.37,1,1.0,1,0,0
C104343,2022-07-07,18,Basic,organic,18.57,2,4.0,1,0,0
C104357,2022-07-07,18,Basic,organic,15.44,1,25.0,0,0,0
C107155,2022-07-07,18,Basic,partner,16.96,1,,1,0,0
C100932,2022-07-07,18,Standard,paid_search,46.89,0,5.0,1,0,0
C106392,2022-07-07,18,Standard,organic,37.45,0,3.0,0,0,0
C102345,2022-07-07,18,Standard,organic,37.9,1,4.0,0,0,0
C105476,2022-07-07,18,Standard,referral,39.55,1,10.0,0,0,0
C103973,2022-07-08,18,Basic,paid_search,22.43,0,2.0,0,0,0
C102187,2022-07-08,18,Basic,paid_search,19.47,1,5.0,1,0,0
C104137,2022-07-08,18,Basic,organic,15.27,0,11.0,0,0,0
C102078,2022-07-08,18,Basic,paid_search,19.59,0,1.0,0,0,0
C104234,2022-07-08,18,Premium,partner,73.07,1,6.0,0,0,0
C102420,2022-07-08,18,Basic,partner,15.55,0,2.0,0,0,0
C104397,2022-07-08,18,Standard,paid_search,31.2,0,2.0,0,0,0
C103467,2022-07-08,18,Basic,organic,16.86,0,8.0,0,0,0
C104793,2022-07-08,18,Standard,paid_search,37.06,1,14.0,1,0,0
C106020,2022-07-08,18,Basic,partner,19.48,2,5.0,0,0,0
C106197,2022-07-08,18,Standard,organic,28.63,1,5.0,0,0,0
C104406,2022-07-08,18,Basic,organic,24.19,1,,0,0,0
C101803,2022-07-09,18,Standard,paid_search,39.08,0,4.0,0,0,0
C104386,2022-07-09,18,Premium,organic,71.07,0,5.0,0,0,0
C102417,2022-07-09,18,Basic,referral,20.52,0,8.0,0,0,0
C101178,2022-07-09,18,Standard,organic,34.98,1,18.0,0,0,0
C105557,2022-07-09,18,Standard,partner,39.53,0,2.0,1,0,0
C104404,2022-07-10,18,Premium,paid_search,80.38,1,16.0,2,0,0
C104408,2022-07-10,18,Premium,referral,60.15,0,19.0,0,0,0
C101501,2022-07-10,18,Standard,organic,48.48,1,0.0,0,0,0
C105152,2022-07-10,18,Standard,paid_search,30.15,2,13.0,0,0,0
C103565,2022-07-10,18,Premium,referral,94.04,1,,0,0,0
C100210,2022-07-10,18,Standard,referral,30.55,0,6.0,0,0,0
C102894,2022-07-10,18,Basic,paid_search,20.31,3,,0,0,0
C105946,2022-07-10,18,Standard,organic,45.08,2,7.0,0,0,0
C105115,2022-07-11,18,Premium,referral,70.46,2,,1,0,0
C104649,2022-07-11,18,Standard,partner,42.72,1,2.0,1,0,0
C107188,2022-07-11,18,Basic,paid_search,19.55,2,3.0,1,0,0
C101296,2022-07-11,18,Premium,paid_search,79.71,0,4.0,0,0,0
C107513,2022-07-11,18,Basic,referral,17.88,0,8.0,0,0,0
C104493,2022-07-11,18,Premium,paid_search,64.81,3,4.0,0,0,0
C107276,2022-07-11,18,Basic,organic,9.68,0,,0,0,0
C104858,2022-07-11,18,Basic,organic,20.43,1,3.0,0,0,0
C103719,2022-07-11,18,Basic,paid_search,14.95,0,1.0,0,0,0
C100379,2022-07-11,18,Basic,organic,18.79,1,4.0,0,0,0
C103514,2022-07-12,18,Standard,organic,47.55,0,9.0,0,0,0
C107710,2022-07-12,18,Standard,organic,36.72,0,12.0,0,0,0
C104171,2022-07-12,18,Standard,organic,24.98,1,16.0,0,0,0
C104733,2022-07-12,18,Standard,paid_search,35.17,2,17.0,1,0,0
C106896,2022-07-12,18,Basic,referral,13.28,2,9.0,0,0,0
C100208,2022-07-12,18,Basic,organic,21.44,1,0.0,2,0,0
C101458,2022-07-12,18,Basic,paid_search,23.71,4,3.0,0,0,0
C106881,2022-07-12,18,Premium,paid_search,93.07,1,1.0,0,0,0
C107871,2022-07-12,18,Standard,paid_search,48.39,1,18.0,0,0,0
C104377,2022-07-12,18,Premium,organic,67.58,0,8.0,0,0,0
C104508,2022-07-13,18,Premium,paid_search,74.3,0,9.0,2,0,0
C106192,2022-07-13,18,Basic,organic,18.09,1,1.0,0,0,0
C103215,2022-07-13,18,Basic,paid_search,18.02,0,6.0,0,0,0
C107202,2022-07-13,18,Standard,organic,31.97,1,1.0,0,0,0
C104323,2022-07-13,18,Premium,paid_search,80.17,1,4.0,0,0,0
C104233,2022-07-13,18,Standard,paid_search,38.72,0,14.0,0,0,0
C104948,2022-07-13,18,Basic,organic,18.34,0,7.0,0,0,0
C102491,2022-07-13,18,Standard,referral,35.21,0,6.0,1,0,0
C103199,2022-07-13,18,Standard,paid_search,45.9,1,2.0,1,0,0
C105288,2022-07-13,18,Basic,organic,12.64,2,57.0,0,2,1
C104740,2022-07-13,18,Basic,referral,22.12,2,,0,0,0
C101620,2022-07-13,18,Basic,paid_search,23.38,2,5.0,0,0,0
C101700,2022-07-13,18,Standard,referral,34.06,1,,0,0,0
C101881,2022-07-13,18,Basic,organic,16.29,2,10.0,0,0,0
C100205,2022-07-14,18,Standard,paid_search,37.93,1,25.0,0,0,0
C103301,2022-07-14,18,Standard,organic,44.62,1,13.0,0,0,0
C104186,2022-07-14,18,Basic,paid_search,18.41,1,3.0,0,0,0
C106053,2022-07-14,18,Basic,organic,20.65,2,10.0,0,0,0
C101428,2022-07-14,18,Premium,organic,69.04,1,9.0,0,0,0
C101260,2022-07-14,18,Standard,organic,43.56,0,,0,0,0
C100291,2022-07-14,18,Basic,referral,16.86,0,4.0,0,0,0
C104123,2022-07-14,18,Basic,organic,16.85,1,2.0,0,4,1
C100617,2022-07-14,18,Standard,paid_search,33.55,1,8.0,0,0,0
C101672,2022-07-15,18,Basic,organic,14.28,1,2.0,0,0,0
C103167,2022-07-15,18,Basic,paid_search,19.89,1,13.0,0,0,0
C102300,2022-07-15,18,Basic,partner,17.38,1,6.0,0,0,0
C106159,2022-07-15,18,Standard,paid_search,36.53,0,2.0,0,0,0
C102332,2022-07-15,18,Standard,organic,28.25,0,5.0,0,0,0
C101010,2022-07-16,18,Basic,paid_search,21.43,0,2.0,0,0,0
C103753,2022-07-16,18,Premium,paid_search,92.45,1,23.0,0,3,1
C106779,2022-07-16,18,Standard,organic,29.94,1,10.0,1,0,1
C104086,2022-07-16,18,Premium,organic,78.48,0,48.0,1,0,1
C100508,2022-07-16,18,Standard,referral,29.77,0,1.0,0,0,0
C101122,2022-07-16,18,Basic,organic,17.8,0,3.0,1,0,0
C104032,2022-07-16,18,Standard,organic,44.41,1,6.0,0,0,0
C104774,2022-07-16,18,Standard,paid_search,51.06,0,,0,0,0
C102429,2022-07-17,18,Basic,paid_search,12.23,0,8.0,1,0,0
C107653,2022-07-17,18,Standard,partner,47.49,2,9.0,0,0,0
C105229,2022-07-17,18,Basic,referral,18.78,0,14.0,0,0,0
C102657,2022-07-17,18,Premium,organic,61.66,1,6.0,0,0,0
C104331,2022-07-17,18,Standard,paid_search,40.69,3,72.0,0,0,0
C106119,2022-07-17,18,Basic,referral,20.86,0,6.0,0,0,0
C102237,2022-07-17,18,Standard,paid_search,37.14,0,10.0,0,0,0
C106505,2022-07-17,18,Standard,paid_search,37.69,0,2.0,1,0,0
C100889,2022-07-17,18,Premium,paid_search,76.53,2,4.0,1,0,0
C106237,2022-07-17,18,Basic,paid_search,16.57,0,13.0,0,0,0
C105675,2022-07-17,18,Basic,organic,23.89,0,2.0,0,0,0
C100743,2022-07-17,18,Basic,paid_search,17.47,4,7.0,0,2,1
C104016,2022-07-17,18,Standard,organic,36.21,2,6.0,1,0,0
C102576,2022-07-17,18,Basic,paid_search,17.86,1,17.0,0,0,0
C100778,2022-07-17,18,Basic,paid_search,19.37,1,1.0,0,0,0
C106288,2022-07-18,17,Standard,organic,39.23,1,4.0,1,0,0
C107296,2022-07-18,17,Standard,organic,40.66,1,,0,0,0
C100215,2022-07-18,17,Basic,organic,18.46,2,8.0,0,5,1
C107846,2022-07-18,17,Standard,referral,49.02,0,5.0,0,0,0
C105469,2022-07-18,17,Basic,organic,16.84,1,4.0,1,0,0
C103031,2022-07-18,17,Basic,paid_search,17.38,1,4.0,0,0,0
C106516,2022-07-19,17,Basic,referral,14.62,2,0.0,1,0,0
C105710,2022-07-19,17,Standard,partner,40.33,0,0.0,0,0,0
C104917,2022-07-19,17,Basic,organic,20.93,1,14.0,0,0,0
C107602,2022-07-19,17,Basic,partner,20.63,0,5.0,0,0,0
C107608,2022-07-19,17,Basic,organic,13.12,2,22.0,0,0,0
C107599,2022-07-19,17,Basic,paid_search,17.05,0,4.0,1,0,0
C106239,2022-07-19,17,Basic,organic,14.97,0,,0,0,0
C107927,2022-07-19,17,Standard,paid_search,29.45,0,17.0,0,0,0
C101639,2022-07-19,17,Standard,organic,41.32,1,12.0,1,0,0
C104246,2022-07-19,17,Basic,paid_search,22.37,2,,0,0,0
C103059,2022-07-19,17,Basic,organic,20.55,0,26.0,1,0,0
C104241,2022-07-19,17,Premium,partner,97.94,4,1.0,0,0,0
C103099,2022-07-19,17,Basic,organic,25.18,1,,0,0,0
C105364,2022-07-19,17,Standard,referral,42.16,0,6.0,0,0,0
C106844,2022-07-19,17,Basic,organic,20.31,0,24.0,1,1,1
C103795,2022-07-20,17,Standard,paid_search,41.91,0,31.0,0,0,0
C106724,2022-07-20,17,Premium,organic,82.66,0,8.0,0,0,0
C104578,2022-07-20,17,Standard,paid_search,37.05,0,32.0,0,0,0
C106252,2022-07-20,17,Premium,paid_search,67.17,0,3.0,0,0,0
C101490,2022-07-20,17,Basic,organic,22.03,1,25.0,0,0,0
C106663,2022-07-20,17,Standard,paid_search,45.85,4,25.0,1,0,0
C106441,2022-07-20,17,Basic,organic,22.09,0,23.0,0,4,1
C102105,2022-07-20,17,Premium,organic,83.68,0,0.0,0,0,0
C101321,2022-07-20,17,Standard,organic,36.73,1,17.0,0,0,0
C104632,2022-07-20,17,Basic,organic,28.9,1,9.0,0,0,0
C105753,2022-07-20,17,Basic,organic,20.18,1,5.0,1,0,0
C103303,2022-07-20,17,Standard,organic,37.64,0,,0,0,0
C100504,2022-07-20,17,Basic,paid_search,16.05,0,1.0,0,0,0
C106268,2022-07-20,17,Standard,organic,39.89,1,20.0,1,0,0
C100142,2022-07-21,17,Basic,referral,16.14,2,1.0,0,0,0
C107281,2022-07-21,17,Standard,paid_search,46.86,5,10.0,1,0,0
C100280,2022-07-21,17,Basic,organic,21.32,0,20.0,0,0,0
C103211,2022-07-21,17,Standard,organic,38.58,1,3.0,0,0,0
C103306,2022-07-21,17,Basic,organic,17.75,0,9.0,1,0,0
C104300,2022-07-21,17,Standard,organic,45.2,1,3.0,0,0,0
C106565,2022-07-21,17,Basic,paid_search,25.0,0,5.0,0,0,0
C106510,2022-07-21,17,Standard,paid_search,26.46,0,5.0,0,0,0
C104315,2022-07-21,17,Standard,partner,45.03,1,25.0,0,0,0
C105702,2022-07-22,17,Premium,organic,86.91,1,7.0,0,0,0
C107703,2022-07-22,17,Standard,organic,44.21,0,3.0,0,0,0
C107243,2022-07-22,17,Standard,referral,36.15,1,3.0,0,0,0
C107732,2022-07-22,17,Premium,organic,98.27,2,13.0,0,4,1
C105838,2022-07-22,17,Premium,paid_search,80.94,1,4.0,0,0,0
C100949,2022-07-22,17,Standard,referral,55.99,2,2.0,0,0,0
C103082,2022-07-22,17,Standard,organic,40.41,1,8.0,0,0,0
C100038,2022-07-22,17,Basic,referral,23.8,0,4.0,1,0,0
C105009,2022-07-22,17,Basic,organic,12.84,0,17.0,1,0,0
C107019,2022-07-22,17,Standard,organic,39.54,3,4.0,0,0,0
C100110,2022-07-22,17,Basic,paid_search,22.1,0,20.0,0,0,0
C105610,2022-07-22,17,Premium,organic,51.43,1,12.0,0,0,0
C101191,2022-07-22,17,Standard,partner,44.47,1,3.0,0,0,0
C102044,2022-07-22,17,Standard,referral,26.55,0,59.0,0,0,0
C102954,2022-07-22,17,Standard,referral,35.98,1,1.0,0,0,0
C104245,2022-07-23,17,Basic,organic,19.78,1,5.0,1,0,0
C107515,2022-07-23,17,Basic,organic,14.83,0,9.0,0,0,0
C107357,2022-07-23,17,Premium,organic,76.51,2,0.0,1,0,0
C107292,2022-07-23,17,Basic,paid_search,8.23,0,2.0,0,0,0
C105963,2022-07-23,17,Premium,partner,103.2,1,12.0,0,0,0
C100412,2022-07-23,17,Standard,partner,41.25,1,11.0,1,0,0
C106029,2022-07-23,17,Standard,paid_search,46.3,2,13.0,0,0,0
C101793,2022-07-23,17,Basic,paid_search,15.17,1,0.0,0,0,0
C106437,2022-07-24,17,Premium,partner,86.07,2,15.0,0,0,0
C104033,2022-07-24,17,Basic,organic,18.84,2,1.0,0,0,0
C102108,2022-07-24,17,Basic,organic,21.36,2,7.0,0,0,0
C102310,2022-07-24,17,Basic,organic,14.05,0,9.0,0,0,0
C101998,2022-07-24,17,Premium,organic,75.13,0,12.0,0,0,0
C104145,2022-07-24,17,Standard,organic,43.96,0,,0,0,0
C101550,2022-07-24,17,Basic,organic,20.05,0,10.0,0,0,0
C106006,2022-07-24,17,Basic,partner,13.19,3,7.0,0,2,1
C102848,2022-07-24,17,Basic,organic,21.62,1,3.0,0,0,0
C100398,2022-07-24,17,Basic,organic,19.41,1,9.0,0,0,0
C107635,2022-07-24,17,Standard,referral,52.32,1,8.0,0,0,0
C107564,2022-07-24,17,Basic,organic,23.09,0,7.0,0,0,0
C101027,2022-07-24,17,Basic,paid_search,13.26,2,4.0,0,0,0
C107108,2022-07-24,17,Basic,referral,18.15,1,4.0,1,0,0
C107104,2022-07-25,17,Premium,organic,80.9,0,,0,0,0
C107148,2022-07-25,17,Basic,organic,21.17,1,16.0,0,0,0
C100313,2022-07-25,17,Standard,paid_search,37.56,0,16.0,0,0,0
C106494,2022-07-25,17,Premium,organic,89.53,0,3.0,0,0,0
C100151,2022-07-25,17,Standard,partner,48.17,1,9.0,0,0,0
C101999,2022-07-25,17,Standard,paid_search,31.43,0,1.0,0,0,0
C102110,2022-07-25,17,Basic,partner,14.38,1,12.0,0,0,0
C106220,2022-07-25,17,Standard,paid_search,31.4,1,15.0,0,0,0
C107514,2022-07-26,17,Basic,organic,19.75,2,6.0,1,5,1
C104014,2022-07-26,17,Basic,paid_search,21.22,1,9.0,0,0,0
C101916,2022-07-26,17,Standard,organic,40.98,0,14.0,0,0,0
C102786,2022-07-26,17,Standard,referral,36.52,0,4.0,0,0,0
C107826,2022-07-26,17,Standard,partner,32.75,0,1.0,0,0,0
C107699,2022-07-26,17,Standard,paid_search,46.65,1,16.0,0,0,0
C103038,2022-07-26,17,Premium,organic,82.84,0,9.0,1,0,0
C107679,2022-07-26,17,Basic,organic,18.73,0,11.0,0,0,0
C100572,2022-07-26,17,Basic,paid_search,21.5,0,23.0,0,0,0
C105633,2022-07-26,17,Basic,partner,23.05,0,7.0,0,0,0
C102978,2022-07-26,17,Standard,partner,56.89,3,2.0,0,0,0
C107392,2022-07-26,17,Standard,paid_search,24.6,2,,0,0,0
C102109,2022-07-26,17,Standard,paid_search,32.96,1,12.0,0,0,0
C105935,2022-07-26,17,Basic,paid_search,23.77,2,,0,2,1
C101409,2022-07-26,17,Standard,organic,47.28,0,5.0,0,0,0
C102870,2022-07-26,17,Standard,paid_search,40.86,0,20.0,0,0,0
C106840,2022-07-26,17,Standard,paid_search,47.71,2,5.0,0,0,0
C103598,2022-07-27,17,Basic,paid_search,16.84,1,4.0,1,3,1
C107238,2022-07-27,17,Standard,paid_search,45.17,0,4.0,0,0,0
C102705,2022-07-27,17,Standard,organic,35.07,1,14.0,0,0,0
C106475,2022-07-27,17,Basic,organic,19.26,1,1.0,0,0,0
C107768,2022-07-27,17,Basic,referral,16.7,1,1.0,0,0,0
C100533,2022-07-27,17,Standard,paid_search,28.18,1,2.0,1,0,0
C100298,2022-07-27,17,Standard,organic,46.89,0,3.0,0,0,0
C105889,2022-07-27,17,Premium,organic,73.1,1,33.0,0,4,1
C100813,2022-07-27,17,Premium,organic,89.49,1,3.0,1,0,0
C104081,2022-07-27,17,Standard,referral,41.9,1,3.0,1,0,0
C101381,2022-07-27,17,Standard,paid_search,35.9,0,,0,0,0
C101208,2022-07-27,17,Basic,paid_search,20.87,0,15.0,0,0,0
C105540,2022-07-27,17,Premium,partner,73.76,2,3.0,0,0,0
C106960,2022-07-27,17,Basic,organic,20.43,0,16.0,0,0,0
C103419,2022-07-27,17,Basic,organic,15.24,1,1.0,0,0,0
C104710,2022-07-28,17,Standard,organic,47.7,2,3.0,0,0,0
C103993,2022-07-28,17,Premium,paid_search,46.83,0,0.0,0,0,0
C107668,2022-07-28,17,Standard,referral,47.01,2,1.0,0,0,0
C104906,2022-07-28,17,Basic,paid_search,17.23,1,1.0,0,0,0
C107652,2022-07-28,17,Standard,paid_search,29.25,0,1.0,0,0,0
C105109,2022-07-28,17,Basic,paid_search,16.96,0,21.0,0,0,0
C102811,2022-07-28,17,Basic,organic,13.81,0,18.0,1,0,0
C105344,2022-07-28,17,Standard,organic,30.75,0,,0,0,0
C105369,2022-07-28,17,Standard,organic,44.48,1,7.0,0,0,0
C100449,2022-07-29,17,Basic,paid_search,17.7,2,6.0,0,0,0
C105286,2022-07-29,17,Premium,paid_search,69.94,0,10.0,1,0,0
C105162,2022-07-29,17,Standard,paid_search,34.17,1,6.0,0,0,0
C102192,2022-07-29,17,Basic,referral,17.91,0,3.0,0,0,0
C104023,2022-07-29,17,Basic,paid_search,17.06,0,2.0,0,0,0
C102218,2022-07-29,17,Basic,referral,14.36,1,6.0,0,0,0
C106761,2022-07-29,17,Standard,organic,37.96,0,8.0,0,0,0
C103715,2022-07-29,17,Basic,organic,23.08,1,2.0,0,0,0
C107201,2022-07-29,17,Basic,paid_search,16.62,2,16.0,0,0,0
C101992,2022-07-29,17,Premium,paid_search,76.45,2,10.0,1,0,0
C104631,2022-07-29,17,Standard,organic,47.85,1,13.0,0,0,0
C100854,2022-07-30,17,Basic,partner,20.22,0,2.0,1,0,0
C100840,2022-07-30,17,Premium,paid_search,102.17,3,2.0,0,3,1
C106927,2022-07-30,17,Premium,paid_search,89.89,1,12.0,0,0,0
C104687,2022-07-30,17,Basic,organic,18.15,1,,0,0,0
C100659,2022-07-30,17,Basic,organic,19.55,1,1.0,0,0,0
C100480,2022-07-30,17,Standard,referral,37.24,0,2.0,0,0,0
C106446,2022-07-30,17,Premium,paid_search,50.15,1,,0,0,0
C101229,2022-07-30,17,Basic,referral,24.77,0,7.0,0,0,0
C102418,2022-07-30,17,Premium,paid_search,76.58,1,11.0,0,0,0
C105257,2022-07-30,17,Premium,organic,106.37,0,3.0,0,2,1
C106379,2022-07-30,17,Basic,partner,16.07,1,17.0,0,0,0
C103367,2022-07-30,17,Standard,paid_search,44.01,0,3.0,0,0,0
C100095,2022-07-30,17,Basic,organic,21.03,1,10.0,1,0,0
C105641,2022-07-30,17,Basic,partner,17.85,0,15.0,0,0,0
C102806,2022-07-30,17,Standard,paid_search,39.6,3,8.0,0,1,0
C102540,2022-07-31,17,Premium,referral,81.35,2,3.0,0,0,0
C107669,2022-07-31,17,Standard,organic,44.8,1,6.0,0,0,0
C102228,2022-07-31,17,Standard,referral,46.32,0,5.0,0,0,0
C107874,2022-07-31,17,Standard,organic,37.94,1,21.0,0,0,0
C100494,2022-07-31,17,Basic,paid_search,21.72,0,8.0,0,0,0
C102397,2022-07-31,17,Basic,organic,13.77,2,1.0,0,0,0
C104506,2022-07-31,17,Standard,organic,27.45,0,5.0,0,0,0
C103698,2022-07-31,17,Basic,paid_search,19.09,1,4.0,0,0,0
C102040,2022-07-31,17,Standard,paid_search,38.0,3,22.0,0,0,0
C103293,2022-07-31,17,Basic,paid_search,21.15,0,9.0,0,0,0
C102185,2022-07-31,17,Standard,organic,36.8,0,2.0,0,0,0
C103595,2022-07-31,17,Premium,organic,85.9,0,5.0,0,0,0
C103388,2022-07-31,17,Basic,paid_search,22.36,0,17.0,1,0,0
C101482,2022-07-31,17,Basic,organic,18.42,2,6.0,0,0,0
C103041,2022-08-01,17,Basic,referral,16.9,1,7.0,0,0,0
C103524,2022-08-01,17,Basic,paid_search,15.11,2,8.0,0,0,0
C104724,2022-08-01,17,Standard,referral,52.11,0,19.0,0,0,0
C105289,2022-08-01,17,Basic,paid_search,13.48,1,5.0,0,0,0
C106380,2022-08-01,17,Standard,organic,41.8,0,,0,0,0
C102196,2022-08-01,17,Standard,organic,34.19,0,0.0,0,0,0
C104262,2022-08-01,17,Standard,partner,41.43,0,4.0,1,0,0
C101560,2022-08-01,17,Premium,organic,80.35,1,26.0,0,0,0
C106208,2022-08-01,17,Basic,organic,12.68,0,7.0,0,1,0
C102582,2022-08-01,17,Standard,paid_search,39.59,0,19.0,0,0,0
C100341,2022-08-01,17,Basic,partner,25.85,1,,0,0,0
C104114,2022-08-01,17,Basic,organic,18.48,0,9.0,0,0,0
C104648,2022-08-02,17,Standard,referral,40.24,0,4.0,0,0,0
C105048,2022-08-02,17,Premium,organic,76.62,0,4.0,0,0,0
C104579,2022-08-02,17,Basic,organic,23.66,1,1.0,0,0,0
C107179,2022-08-02,17,Standard,organic,45.04,0,14.0,0,0,0
C107109,2022-08-02,17,Basic,organic,15.93,1,0.0,0,0,0
C106021,2022-08-02,17,Basic,referral,16.6,0,2.0,0,0,0
C106677,2022-08-02,17,Standard,organic,39.53,2,12.0,0,0,0
C101113,2022-08-02,17,Premium,organic,69.99,0,0.0,0,0,0
C104616,2022-08-02,17,Standard,paid_search,50.98,0,9.0,0,3,1
C106629,2022-08-02,17,Standard,referral,32.48,1,2.0,0,0,0
C107538,2022-08-02,17,Standard,organic,42.3,1,19.0,0,0,0
C103436,2022-08-03,17,Basic,organic,16.15,1,,2,0,0
C107128,2022-08-03,17,Basic,organic,18.95,1,9.0,0,0,0
C105099,2022-08-03,17,Premium,partner,96.62,0,2.0,0,0,0
C106958,2022-08-03,17,Standard,paid_search,34.46,3,8.0,0,0,0
C101450,2022-08-03,17,Basic,paid_search,22.54,1,5.0,0,0,0
C100153,2022-08-03,17,Standard,paid_search,45.49,0,1.0,0,0,0
C106980,2022-08-03,17,Basic,paid_search,15.67,1,6.0,0,0,0
C105189,2022-08-04,17,Standard,organic,35.79,0,10.0,0,0,0
C100270,2022-08-04,17,Premium,referral,72.07,1,9.0,0,0,0
C104770,2022-08-04,17,Basic,partner,22.09,1,6.0,0,0,0
C107899,2022-08-04,17,Premium,organic,86.89,0,5.0,0,0,0
C100795,2022-08-04,17,Basic,paid_search,16.6,3,5.0,0,0,0
C101645,2022-08-04,17,Basic,referral,17.94,0,14.0,0,0,0
C106912,2022-08-04,17,Standard,partner,38.45,0,23.0,0,0,0
C104938,2022-08-04,17,Basic,referral,20.7,0,2.0,0,0,0
C104396,2022-08-04,17,Standard,paid_search,50.03,1,3.0,0,0,0
C101819,2022-08-04,17,Basic,referral,23.87,1,3.0,0,0,0
C102254,2022-08-04,17,Premium,partner,66.37,0,3.0,0,0,0
C103591,2022-08-04,17,Premium,organic,61.48,0,2.0,0,0,0
C106456,2022-08-04,17,Standard,referral,47.14,1,10.0,0,0,0
C101861,2022-08-05,17,Basic,referral,18.6,0,15.0,0,0,0
C100637,2022-08-05,17,Standard,referral,38.08,1,3.0,0,0,0
C106758,2022-08-05,17,Premium,organic,80.53,0,5.0,0,0,0
C107345,2022-08-05,17,Standard,paid_search,39.03,1,1.0,0,0,0
C104204,2022-08-05,17,Basic,paid_search,16.06,2,3.0,0,0,0
C101337,2022-08-05,17,Standard,referral,43.28,0,6.0,1,0,0
C103177,2022-08-05,17,Premium,organic,65.57,3,,0,0,0
C102272,2022-08-05,17,Standard,partner,43.47,2,6.0,0,0,0
C104481,2022-08-05,17,Basic,referral,19.15,0,3.0,0,0,0
C100418,2022-08-05,17,Basic,paid_search,19.02,0,4.0,1,0,0
C106492,2022-08-05,17,Premium,organic,68.49,1,14.0,0,0,0
C101580,2022-08-05,17,Standard,organic,31.56,0,10.0,0,0,0
C101906,2022-08-05,17,Standard,paid_search,28.18,1,15.0,0,0,0
C106298,2022-08-05,17,Standard,referral,33.06,0,,1,0,0
C106524,2022-08-06,17,Premium,paid_search,98.31,0,20.0,0,0,0
C104815,2022-08-06,17,Basic,paid_search,19.38,0,,0,0,0
C103474,2022-08-06,17,Basic,paid_search,22.08,0,33.0,0,0,0
C107356,2022-08-06,17,Standard,organic,55.01,0,0.0,0,0,0
C101238,2022-08-06,17,Basic,organic,20.72,2,,0,0,0
C107070,2022-08-06,17,Premium,paid_search,69.38,0,3.0,0,0,0
C106340,2022-08-06,17,Standard,organic,35.37,2,16.0,0,0,0
C107301,2022-08-06,17,Premium,partner,65.15,1,1.0,0,0,0
C104589,2022-08-07,17,Standard,paid_search,52.77,0,2.0,1,0,0
C100352,2022-08-07,17,Standard,paid_search,48.37,1,1.0,0,0,0
C106710,2022-08-07,17,Premium,paid_search,92.84,0,14.0,0,0,0
C106487,2022-08-07,17,Basic,organic,16.86,0,23.0,1,0,0
C100970,2022-08-07,17,Standard,organic,40.97,1,10.0,0,0,0
C106829,2022-08-07,17,Basic,paid_search,22.49,2,2.0,0,0,0
C105463,2022-08-07,17,Basic,organic,14.01,1,24.0,0,0,0
C107393,2022-08-07,17,Basic,paid_search,26.7,1,24.0,0,1,1
C101402,2022-08-07,17,Basic,organic,18.86,2,16.0,0,0,0
C105736,2022-08-07,17,Basic,organic,21.42,1,,1,0,0
C101399,2022-08-07,17,Basic,organic,19.93,0,10.0,0,0,0
C100262,2022-08-07,17,Basic,paid_search,23.04,0,4.0,0,0,0
